Activitati ale industriei CAEN Rev.2 - total  sectiuni si diviziuni  mari grupe industriale, Luni, UM: Procente, Valoare
Industria bunurilor de consum (excl.diviz 10 11 12), Luna noiembrie 2024, Procente, 97.2
Industria bunurilor de consum (excl.diviz 10 11 12), Luna decembrie 2024, Procente, 75.3
Industria bunurilor de consum (excl.diviz 10 11 12), Luna ianuarie 2025, Procente, 85.2
Industria bunurilor de consum (excl.diviz 10 11 12), Luna februarie 2025, Procente, 90.9
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna ianuarie 2005, Procente, 149.1
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna februarie 2005, Procente, 137.4
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna martie 2005, Procente, 158.5
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna aprilie 2005, Procente, 144.3
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna mai 2005, Procente, 135.4
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iunie 2005, Procente, 141.6
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iulie 2005, Procente, 142.8
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna august 2005, Procente, 150.7
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna septembrie 2005, Procente, 149.4
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna octombrie 2005, Procente, 132.9
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna noiembrie 2005, Procente, 139.4
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna decembrie 2005, Procente, 162.1
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna ianuarie 2006, Procente, 153.5
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna februarie 2006, Procente, 146.9
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna martie 2006, Procente, 156.1
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna aprilie 2006, Procente, 139.4
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna mai 2006, Procente, 147.1
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iunie 2006, Procente, 139
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iulie 2006, Procente, 136.6
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna august 2006, Procente, 143.8
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna septembrie 2006, Procente, 140.8
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna octombrie 2006, Procente, 147.2
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna noiembrie 2006, Procente, 134.5
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna decembrie 2006, Procente, 142.2
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna ianuarie 2007, Procente, 147.8
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna februarie 2007, Procente, 137.6
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna martie 2007, Procente, 148.6
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna aprilie 2007, Procente, 121.3
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna mai 2007, Procente, 134.3
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iunie 2007, Procente, 143.4
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iulie 2007, Procente, 143
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna august 2007, Procente, 148.6
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna septembrie 2007, Procente, 146.5
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna octombrie 2007, Procente, 148
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna noiembrie 2007, Procente, 147.3
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna decembrie 2007, Procente, 141.9
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna ianuarie 2008, Procente, 140.5
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna februarie 2008, Procente, 135.7
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna martie 2008, Procente, 144.7
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna aprilie 2008, Procente, 140.1
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna mai 2008, Procente, 137
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iunie 2008, Procente, 136.5
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iulie 2008, Procente, 134.9
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna august 2008, Procente, 144.5
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna septembrie 2008, Procente, 140.9
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna octombrie 2008, Procente, 146.1
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna noiembrie 2008, Procente, 137.7
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna decembrie 2008, Procente, 126.2
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna ianuarie 2009, Procente, 121.9
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna februarie 2009, Procente, 122.7
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna martie 2009, Procente, 137
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna aprilie 2009, Procente, 121.9
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna mai 2009, Procente, 125.3
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iunie 2009, Procente, 117
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iulie 2009, Procente, 124.3
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna august 2009, Procente, 132.6
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna septembrie 2009, Procente, 130.5
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna octombrie 2009, Procente, 127
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna noiembrie 2009, Procente, 123.2
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna decembrie 2009, Procente, 125.3
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna ianuarie 2010, Procente, 123.9
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna februarie 2010, Procente, 109.6
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna martie 2010, Procente, 129.4
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna aprilie 2010, Procente, 117.4
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna mai 2010, Procente, 115.5
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iunie 2010, Procente, 116.4
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iulie 2010, Procente, 120.9
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna august 2010, Procente, 123
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna septembrie 2010, Procente, 117
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna octombrie 2010, Procente, 109.7
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna noiembrie 2010, Procente, 118.2
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna decembrie 2010, Procente, 121.6
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna ianuarie 2011, Procente, 120.5
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna februarie 2011, Procente, 107.9
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna martie 2011, Procente, 125
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna aprilie 2011, Procente, 122.2
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna mai 2011, Procente, 124.2
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iunie 2011, Procente, 121.7
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iulie 2011, Procente, 122.1
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna august 2011, Procente, 117.8
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna septembrie 2011, Procente, 113.9
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna octombrie 2011, Procente, 121.4
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna noiembrie 2011, Procente, 116.6
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna decembrie 2011, Procente, 124.5
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna ianuarie 2012, Procente, 118.8
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna februarie 2012, Procente, 102.4
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna martie 2012, Procente, 125.5
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna aprilie 2012, Procente, 118.3
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna mai 2012, Procente, 110.8
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iunie 2012, Procente, 103.4
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iulie 2012, Procente, 118.8
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna august 2012, Procente, 115.3
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna septembrie 2012, Procente, 119.7
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna octombrie 2012, Procente, 123.5
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna noiembrie 2012, Procente, 118.7
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna decembrie 2012, Procente, 117.3
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna ianuarie 2013, Procente, 118.8
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna februarie 2013, Procente, 102.3
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna martie 2013, Procente, 96.9
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna aprilie 2013, Procente, 107.7
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna mai 2013, Procente, 114.1
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iunie 2013, Procente, 112.5
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iulie 2013, Procente, 115.9
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna august 2013, Procente, 118.3
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna septembrie 2013, Procente, 120.6
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna octombrie 2013, Procente, 124
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna noiembrie 2013, Procente, 119.2
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna decembrie 2013, Procente, 121.3
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna ianuarie 2014, Procente, 117.6
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna februarie 2014, Procente, 111.7
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna martie 2014, Procente, 118
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna aprilie 2014, Procente, 111.1
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna mai 2014, Procente, 121.7
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iunie 2014, Procente, 106.4
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iulie 2014, Procente, 123.5
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna august 2014, Procente, 121.9
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna septembrie 2014, Procente, 120.6
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna octombrie 2014, Procente, 123.9
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna noiembrie 2014, Procente, 121.6
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna decembrie 2014, Procente, 120.8
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna ianuarie 2015, Procente, 123.9
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna februarie 2015, Procente, 111.6
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna martie 2015, Procente, 126.3
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna aprilie 2015, Procente, 113.4
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna mai 2015, Procente, 121
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iunie 2015, Procente, 116.9
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iulie 2015, Procente, 119.3
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna august 2015, Procente, 123
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna septembrie 2015, Procente, 117
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna octombrie 2015, Procente, 117.5
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna noiembrie 2015, Procente, 114
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna decembrie 2015, Procente, 119
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna ianuarie 2016, Procente, 121.9
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna februarie 2016, Procente, 115.9
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna martie 2016, Procente, 117.7
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna aprilie 2016, Procente, 108.7
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna mai 2016, Procente, 106.7
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iunie 2016, Procente, 99
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iulie 2016, Procente, 107.3
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna august 2016, Procente, 107.1
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna septembrie 2016, Procente, 98.4
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna octombrie 2016, Procente, 110.7
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna noiembrie 2016, Procente, 114
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna decembrie 2016, Procente, 121.7
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna ianuarie 2017, Procente, 119.2
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna februarie 2017, Procente, 106.1
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna martie 2017, Procente, 113.3
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna aprilie 2017, Procente, 116.3
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna mai 2017, Procente, 109.9
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iunie 2017, Procente, 110.7
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iulie 2017, Procente, 113.1
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna august 2017, Procente, 117.7
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna septembrie 2017, Procente, 115.4
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna octombrie 2017, Procente, 122.5
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna noiembrie 2017, Procente, 120.5
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna decembrie 2017, Procente, 122.5
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna ianuarie 2018, Procente, 118.3
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna februarie 2018, Procente, 109.8
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna martie 2018, Procente, 122.5
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna aprilie 2018, Procente, 107.8
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna mai 2018, Procente, 110.3
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iunie 2018, Procente, 113.1
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iulie 2018, Procente, 116
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna august 2018, Procente, 117.2
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna septembrie 2018, Procente, 112.4
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna octombrie 2018, Procente, 116.6
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna noiembrie 2018, Procente, 109.3
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna decembrie 2018, Procente, 118.6
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna ianuarie 2019, Procente, 120.5
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna februarie 2019, Procente, 109.1
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna martie 2019, Procente, 114.5
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna aprilie 2019, Procente, 110.5
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna mai 2019, Procente, 116.8
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iunie 2019, Procente, 109
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna iulie 2019, Procente, 112.2
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna august 2019, Procente, 112.3
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna septembrie 2019, Procente, 112.2
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna octombrie 2019, Procente, 112.5
Industria energetica excl. diviz 35 (numai diviz 5 6 19), Luna noiembrie 2019, Procente, 114
